state,action,next_state,reward,done
[ 0.67074823  0.7416851  -0.18233034 -0.9832373   2.6488786  -3.7209284 ],2,[ 0.3122481   0.9500006  -0.65422374 -0.75630105  1.4981482  -1.6495152 ],-1.0082645444758738,False
[ 0.3122481   0.9500006  -0.65422374 -0.75630105  1.4981482  -1.6495152 ],2,[ 0.1446146   0.98948807 -0.75889367 -0.65121454  0.21366194  0.14139083],-1.0067923649757675,False
[ 0.1446146   0.98948807 -0.75889367 -0.65121454  0.21366194  0.14139083],2,[ 0.23201145  0.97271305 -0.6118997  -0.7909354  -1.103384    1.9063932 ],-1.0085939689220653,False
[ 0.23201145  0.97271305 -0.6118997  -0.7909354  -1.103384    1.9063932 ],1,[ 0.5451684   0.8383266  -0.10386813 -0.99459106 -2.307978    3.7049484 ],-1.013223348884723,False
[ 0.99376726 -0.11147465  0.7964837   0.60466003 -2.7855635   4.953522  ],2,[ 0.8152015  -0.5791774   0.06844598  0.9976548  -2.202211    3.4810643 ],-1.014488179245602,False
[ 0.8152015  -0.5791774   0.06844598  0.9976548  -2.202211    3.4810643 ],1,[ 0.56752104 -0.8233589  -0.43425676  0.90078914 -1.2641914   1.7325672 ],-1.0106274392653718,False
[ 0.56752104 -0.8233589  -0.43425676  0.90078914 -1.2641914   1.7325672 ],1,[ 0.44148    -0.8972711  -0.5938623   0.8045667  -0.18359932  0.14962643],-1.0090121609447906,False
[ 0.44148    -0.8972711  -0.5938623   0.8045667  -0.18359932  0.14962643],2,[ 0.50104    -0.86542416 -0.5071859   0.8618367   0.8522575  -1.1951628 ],-1.0099277386419434,False
[ 0.50104    -0.86542416 -0.5071859   0.8618367   0.8522575  -1.1951628 ],1,[ 0.7164781  -0.6976096  -0.12807274  0.9917648   1.8631958  -2.8718927 ],-1.013165814012611,False
[ 0.99772     0.06748921  0.8993083   0.43731517 -2.700063    4.9447494 ],2,[ 0.9030821  -0.42946798  0.23170641  0.9727858  -2.3189607   3.7330916 ],-1.0153011233446128,False
[ 0.9030821  -0.42946798  0.23170641  0.9727858  -2.3189607   3.7330916 ],2,[ 0.6687388  -0.74349743 -0.35235015  0.93586826 -1.5846424   2.2189076 ],-1.0112892422875461,False
[ 0.6687388  -0.74349743 -0.35235015  0.93586826 -1.5846424   2.2189076 ],2,[ 0.48566428 -0.8741454  -0.6151873   0.788381   -0.64378095  0.8246489 ],-1.0087604944012196,False
[ 0.48566428 -0.8741454  -0.6151873   0.788381   -0.64378095  0.8246489 ],2,[ 0.46258754 -0.8865736  -0.6395954   0.76871175  0.38441914 -0.50904024],-1.008482382383285,False
[ 0.46258754 -0.8865736  -0.6395954   0.76871175  0.38441914 -0.50904024],0,[ 0.6222362  -0.7828296  -0.40143493  0.91588753  1.5058529  -2.3251698 ],-1.0108943269229895,False
[ 0.97482973  0.22295056  0.684167   -0.72932535  3.398854   -5.6118746 ],2,[ 0.6847777   0.728752   -0.13203852 -0.9912446   2.4737258  -3.2500064 ],-1.0131673215849566,False
[ 0.6847777   0.728752   -0.13203852 -0.9912446   2.4737258  -3.2500064 ],2,[ 0.36161318  0.9323282  -0.5421597  -0.84027547  1.3369726  -1.2147324 ],-1.0094897363054456,False
[ 0.36161318  0.9323282  -0.5421597  -0.84027547  1.3369726  -1.2147324 ],0,[ 0.21347155  0.9769493  -0.6261574  -0.7796967   0.19807     0.15941201],-1.0084152889498539,False
[ 0.21347155  0.9769493  -0.6261574  -0.7796967   0.19807     0.15941201],2,[ 0.30197248  0.9533166  -0.45132565 -0.8923593  -1.1139336   1.9431589 ],-1.0101638553902272,False
[ 0.30197248  0.9533166  -0.45132565 -0.8923593  -1.1139336   1.9431589 ],2,[ 0.6120621   0.79080975  0.11979122 -0.9927991  -2.3989491   4.01974   ],-1.0147049691830952,False
[ 0.9159413  -0.40131232  0.96744627  0.25307658  3.2755644  -5.8144855 ],1,[ 0.96770686  0.2520782   0.6330188  -0.7741364   3.1926134  -5.1337733 ],-1.0177542643617963,False
[ 0.96770686  0.2520782   0.6330188  -0.7741364   3.1926134  -5.1337733 ],1,[ 0.6843469   0.72915655 -0.13924013 -0.99025863  2.3792112  -3.1078973 ],-1.0131111196259912,False
[ 0.6843469   0.72915655 -0.13924013 -0.99025863  2.3792112  -3.1078973 ],1,[ 0.37105554  0.9286107  -0.54553664 -0.83808696  1.3224394  -1.3142767 ],-1.0094688764295172,False
[ 0.37105554  0.9286107  -0.54553664 -0.83808696  1.3224394  -1.3142767 ],2,[ 0.23931107  0.970943   -0.61170006 -0.7910898   0.04896223  0.48355213],-1.0086102754788164,False
[ 0.23931107  0.970943   -0.61170006 -0.7910898   0.04896223  0.48355213],2,[ 0.35494578  0.9348869  -0.37371996 -0.92754155 -1.2605132   2.2945642 ],-1.0108944192194522,False
[ 0.9159413  -0.40131232  0.96744627  0.25307658  3.2755644  -5.8144855 ],2,[ 0.9706805   0.24037342  0.65687305 -0.7540012   3.0816162  -4.8467293 ],-1.0178953620041493,False
[ 0.9706805   0.24037342  0.65687305 -0.7540012   3.0816162  -4.8467293 ],0,[ 0.6996123   0.71452266 -0.08623315 -0.996275    2.3879626  -3.142146  ],-1.0135114357511243,False
[ 0.6996123   0.71452266 -0.08623315 -0.996275    2.3879626  -3.142146  ],0,[ 0.38111916  0.9245259  -0.5245706  -0.85136694  1.4141002  -1.5586903 ],-1.0096830606216562,False
[ 0.38111916  0.9245259  -0.5245706  -0.85136694  1.4141002  -1.5586903 ],2,[ 0.23164263  0.97280097 -0.62972546 -0.77681774  0.1447849   0.24595073],-1.0084146041937756,False
[ 0.23164263  0.97280097 -0.62972546 -0.77681774  0.1447849   0.24595073],1,[ 0.3223248   0.9466291  -0.45861176 -0.88863677 -1.0859005   1.8175725 ],-1.0101571229189663,False
[ 0.8053246 -0.5928341  0.767565   0.6409711  3.194446  -5.5591354],1,[ 0.99762255  0.06891456  0.868628   -0.4954648   3.5977204  -6.0327754 ],-1.018983302148736,False
[ 0.99762255  0.06891456  0.868628   -0.4954648   3.5977204  -6.0327754 ],0,[ 0.7443702   0.66776717  0.0132028  -0.99991286  2.9304519  -4.2140164 ],-1.0142190694211595,False
[ 0.7443702   0.66776717  0.0132028  -0.99991286  2.9304519  -4.2140164 ],1,[ 0.34785977  0.93754655 -0.5843278  -0.8115177   1.8795869  -2.2348843 ],-1.0090543128342695,False
[ 0.34785977  0.93754655 -0.5843278  -0.8115177   1.8795869  -2.2348843 ],2,[ 0.1054731   0.99442214 -0.7731011  -0.6342828   0.6008355  -0.40041724],-1.0065467661243972,False
[ 0.1054731   0.99442214 -0.7731011  -0.6342828   0.6008355  -0.40041724],2,[ 0.11765213  0.99305487 -0.7110475  -0.703144   -0.7256481   1.3305898 ],-1.0073225647694748,False
[ 0.99772     0.06748921  0.8993083   0.43731517 -2.700063    4.9447494 ],0,[ 0.9120507  -0.41007745  0.28628612  0.9581442  -2.1239798   3.21154   ],-1.0156607148073096,False
[ 0.9120507  -0.41007745  0.28628612  0.9581442  -2.1239798   3.21154   ],0,[ 0.7214141  -0.692504   -0.16047727  0.98703957 -1.265483    1.320915  ],-1.0128917230184091,False
[ 0.7214141  -0.692504   -0.16047727  0.98703957 -1.265483    1.320915  ],2,[ 0.59594196 -0.8030275  -0.28720006  0.9578706  -0.38463676 -0.0124726 ],-1.0119398385714211,False
[ 0.59594196 -0.8030275  -0.28720006  0.9578706  -0.38463676 -0.0124726 ],1,[ 0.61750764 -0.7865649  -0.13363731  0.99103034  0.6598511  -1.5671846 ],-1.0131449521826839,False
[ 0.61750764 -0.7865649  -0.13363731  0.99103034  0.6598511  -1.5671846 ],0,[ 0.7895096  -0.6137382   0.36076373  0.93265724  1.7775605  -3.4999099 ],-1.016467434250553,False
[ 0.99762255  0.06891456  0.868628   -0.4954648   3.5977204  -6.0327754 ],2,[ 0.7578739   0.6524011   0.06685752 -0.99776256  2.7441204  -3.7232482 ],-1.014594848062577,False
[ 0.7578739   0.6524011   0.06685752 -0.99776256  2.7441204  -3.7232482 ],0,[ 0.39149097  0.92018193 -0.4819297  -0.8762099   1.7938348  -2.024674  ],-1.0100909236949418,False
[ 0.39149097  0.92018193 -0.4819297  -0.8762099   1.7938348  -2.024674  ],1,[ 0.1612846   0.98690796 -0.6749214  -0.73788965  0.59095377 -0.39097807],-1.007806593121273,False
[ 0.1612846   0.98690796 -0.6749214  -0.73788965  0.59095377 -0.39097807],0,[ 0.16169655  0.98684055 -0.6343285  -0.77306366 -0.59588385  0.92776334],-1.0082201835142126,False
[ 0.16169655  0.98684055 -0.6343285  -0.77306366 -0.59588385  0.92776334],0,[ 0.3874531   0.9218894  -0.3551291  -0.93481725 -1.744096    2.3486156 ],-1.0111165539299003,False
[ 0.99762255  0.06891456  0.868628   -0.4954648   3.5977204  -6.0327754 ],1,[ 0.7511341   0.6601497   0.03996564 -0.99920106  2.837951   -3.9698215 ],-1.0144077588593676,False
[ 0.7511341   0.6601497   0.03996564 -0.99920106  2.837951   -3.9698215 ],0,[ 0.36591774  0.9306472  -0.54373866 -0.8392546   1.8751229  -2.2374122 ],-1.0094800407595612,False
[ 0.36591774  0.9306472  -0.54373866 -0.8392546   1.8751229  -2.2374122 ],1,[ 0.11843545  0.99296176 -0.75462717 -0.6561538   0.6669953  -0.60221803],-1.0068059649289778,False
[ 0.11843545  0.99296176 -0.75462717 -0.6561538   0.6669953  -0.60221803],2,[ 0.11717018  0.99311185 -0.71912575 -0.69487995 -0.65616304  1.1281642 ],-1.0072300358843096,False
[ 0.11717018  0.99311185 -0.71912575 -0.69487995 -0.65616304  1.1281642 ],0,[ 0.3579612   0.93373644 -0.42395177 -0.90568477 -1.8166273   2.5571997 ],-1.0105187379779716,False
[ 0.96461123  0.26367635  0.6086744  -0.7934201   3.3021796  -5.4177675 ],0,[ 0.6548511   0.7557579  -0.24070819 -0.9705975   2.54429    -3.5447059 ],-1.0123075985634336,False
[ 0.6548511   0.7557579  -0.24070819 -0.9705975   2.54429    -3.5447059 ],1,[ 0.30498347  0.95235765 -0.6916436  -0.72223896  1.4639535  -1.7227583 ],-1.0078187338186892,False
[ 0.30498347  0.95235765 -0.6916436  -0.72223896  1.4639535  -1.7227583 ],2,[ 0.14366819  0.98962593 -0.80025357 -0.59966177  0.18236889  0.06155895],-1.0062213800252013,False
[ 0.14366819  0.98962593 -0.80025357 -0.59966177  0.18236889  0.06155895],1,[ 0.22987388  0.9732204  -0.6898369  -0.7239648  -1.056826    1.6149297 ],-1.0077587572062365,False
[ 0.22987388  0.9732204  -0.6898369  -0.7239648  -1.056826    1.6149297 ],1,[ 0.5332708   0.84594464 -0.26549342 -0.9641127  -2.2299123   3.368479  ],-1.0120727681443604,False
[ 0.96461123  0.26367635  0.6086744  -0.7934201   3.3021796  -5.4177675 ],2,[ 0.66881084  0.7434326  -0.19184695 -0.98142487  2.3727138  -3.0795803 ],-1.0127012477268005,False
[ 0.66881084  0.7434326  -0.19184695 -0.98142487  2.3727138  -3.0795803 ],1,[ 0.3532186   0.93554085 -0.58547556 -0.81069005  1.3092128  -1.2937006 ],-1.0090485134722182,False
[ 0.3532186   0.93554085 -0.58547556 -0.81069005  1.3092128  -1.2937006 ],2,[ 0.2236415   0.9746715  -0.6466462  -0.7627901   0.03245336  0.49854165],-1.0082249429154513,False
[ 0.2236415   0.9746715  -0.6466462  -0.7627901   0.03245336  0.49854165],2,[ 0.34303308  0.9393233  -0.41258302 -0.91092    -1.2776042   2.3066633 ],-1.0105715184305066,False
[ 0.34303308  0.9393233  -0.41258302 -0.91092    -1.2776042   2.3066633 ],0,[ 0.65754086  0.75341886  0.19214052 -0.9813674  -2.3769848   3.9324033 ],-1.0152326185777634,False
[ 0.830833  -0.5565218  0.8632891  0.5047097  3.155636  -5.505513 ],2,[ 0.996901    0.07866687  0.82525474 -0.5647607   3.313336   -5.2944665 ],-1.018640261529675,False
[ 0.996901    0.07866687  0.82525474 -0.5647607   3.313336   -5.2944665 ],0,[ 0.7705921   0.6373287   0.06507748 -0.9978802   2.7217927  -3.6393683 ],-1.0145671794595685,False
[ 0.7705921   0.6373287   0.06507748 -0.9978802   2.7217927  -3.6393683 ],0,[ 0.4117471   0.91129816 -0.47005212 -0.88263863  1.7901347  -1.9516497 ],-1.010225514831393,False
[ 0.4117471   0.91129816 -0.47005212 -0.88263863  1.7901347  -1.9516497 ],2,[ 0.18999009  0.981786   -0.63740903 -0.7705256   0.52309513 -0.10251746],-1.0082537994028171,False
[ 0.18999009  0.981786   -0.63740903 -0.7705256   0.52309513 -0.10251746],0,[ 0.20364527  0.97904474 -0.54734194 -0.83690906 -0.66313696  1.2232057 ],-1.0091155307919106,False
[ 0.625914   -0.7798921   0.13544749  0.9907845   0.553984    0.49893993],0,[ 0.7822234  -0.622998    0.21897247  0.975731    1.6280991  -1.3582294 ],-1.0156138730776234,False
[ 0.7822234  -0.622998    0.21897247  0.975731    1.6280991  -1.3582294 ],2,[ 0.9603529 -0.2787873  0.5847939  0.8111819  2.20945   -2.6370678],-1.017481086343721,False
[ 0.9603529 -0.2787873  0.5847939  0.8111819  2.20945   -2.6370678],2,[ 0.98412895  0.17745493  0.94383925  0.33040503  2.2972672  -3.279805  ],-1.0185435642784118,False
[ 0.98412895  0.17745493  0.94383925  0.33040503  2.2972672  -3.279805  ],0,[ 0.81712055  0.57646686  0.9427412  -0.33352503  1.9487871  -3.2642484 ],-1.0177971990110604,False
[ 0.81712055  0.57646686  0.9427412  -0.33352503  1.9487871  -3.2642484 ],0,[ 0.6053106   0.79598933  0.62094533 -0.7838539   1.059329   -2.2632205 ],-1.0160511475327687,False
[ 0.9495337   0.31366506  0.47556522 -0.87968045  3.2820284  -5.329637  ],2,[ 0.6330355   0.7741228  -0.32461613 -0.94584584  2.3473914  -2.9833272 ],-1.0115974277041095,False
[ 0.6330355   0.7741228  -0.32461613 -0.94584584  2.3473914  -2.9833272 ],0,[ 0.30777794  0.9514582  -0.69465077 -0.7193472   1.3420728  -1.4329276 ],-1.0077840852199167,False
[ 0.30777794  0.9514582  -0.69465077 -0.7193472   1.3420728  -1.4329276 ],1,[ 0.16403708  0.9864542  -0.7804725  -0.62519014  0.12743807  0.14085196],-1.006527320508655,False
[ 0.16403708  0.9864542  -0.7804725  -0.62519014  0.12743807  0.14085196],2,[ 0.26647002  0.9638432  -0.6379272  -0.7700967  -1.174161    1.9128059 ],-1.0083873401699295,False
[ 0.26647002  0.9638432  -0.6379272  -0.7700967  -1.174161    1.9128059 ],1,[ 0.5837583   0.8119275  -0.13479537 -0.99087346 -2.3452694   3.7188625 ],-1.01309587785609,False
[ 0.9997096  -0.02409728  0.8784455   0.4778425  -3.0987234   4.7781377 ],2,[ 0.82242775 -0.56886953  0.23917712  0.97097594 -2.6118608   3.3765259 ],-1.0157149233367955,False
[ 0.82242775 -0.56886953  0.23917712  0.97097594 -2.6118608   3.3765259 ],2,[ 0.50273985 -0.86443776 -0.2645841   0.9643626  -1.7312881   1.7424521 ],-1.0120335434280565,False
[ 0.50273985 -0.86443776 -0.2645841   0.9643626  -1.7312881   1.7424521 ],2,[ 0.28343278 -0.9589921  -0.45305213  0.891484   -0.6399249   0.3123578 ],-1.0100994909807985,False
[ 0.28343278 -0.9589921  -0.45305213  0.891484   -0.6399249   0.3123578 ],2,[ 0.27206302 -0.96227944 -0.38949686  0.9210278   0.52398396 -1.0108372 ],-1.0105238141829773,False
[ 0.27206302 -0.96227944 -0.38949686  0.9210278   0.52398396 -1.0108372 ],2,[ 0.4747987  -0.8800944  -0.05973219  0.9982144   1.6543796  -2.4243782 ],-1.0132496090140384,False
[ 0.9466072  -0.32238936  0.6189397   0.7854385  -2.9546726   4.7249274 ],2,[ 0.661391   -0.7500413  -0.11005554  0.99392545 -2.189885    3.0299075 ],-1.0133408637564219,False
[ 0.661391   -0.7500413  -0.11005554  0.99392545 -2.189885    3.0299075 ],0,[ 0.38734034 -0.9219368  -0.49145922  0.8709006  -1.0344008   1.0563239 ],-1.0099989366250137,False
[ 0.38734034 -0.9219368  -0.49145922  0.8709006  -1.0344008   1.0563239 ],2,[ 0.2972277  -0.9548066  -0.55504954  0.83181727  0.08384956 -0.2983386 ],-1.0092647627053724,False
[ 0.2972277  -0.9548066  -0.55504954  0.83181727  0.08384956 -0.2983386 ],2,[ 0.41788465 -0.9085001  -0.383484    0.9235475   1.1995177  -1.6667019 ],-1.010966755750167,False
[ 0.41788465 -0.9085001  -0.383484    0.9235475   1.1995177  -1.6667019 ],2,[ 0.6988524  -0.71526587  0.09043846  0.99590206  2.1991615  -3.2116985 ],-1.0147439032338312,False
[ 0.9495337   0.31366506  0.47556522 -0.87968045  3.2820284  -5.329637  ],0,[ 0.6191971   0.7852356  -0.36993197 -0.92905885  2.5115857  -3.4354076 ],-1.0111966638243648,False
[ 0.6191971   0.7852356  -0.36993197 -0.92905885  2.5115857  -3.4354076 ],1,[ 0.26784807  0.96346116 -0.7717965  -0.6358696   1.4204549  -1.6495008 ],-1.0067375954883995,False
[ 0.26784807  0.96346116 -0.7717965  -0.6358696   1.4204549  -1.6495008 ],2,[ 0.11441002  0.9934336  -0.85870504 -0.5124701   0.13469544  0.12083397],-1.0052527062877923,False
[ 0.11441002  0.9934336  -0.85870504 -0.5124701   0.13469544  0.12083397],2,[ 0.21672118  0.97623354 -0.74074966 -0.6717812  -1.170084    1.8796786 ],-1.0071200035456787,False
[ 0.21672118  0.97623354 -0.74074966 -0.6717812  -1.170084    1.8796786 ],1,[ 0.5412489  0.8408624 -0.2827923 -0.9591812 -2.3465097  3.6596956],-1.0119472729155268,False
[ 0.68883824 -0.7249151   0.8170794   0.5765251   1.877571   -3.546656  ],1,[ 0.94058794 -0.33955017  0.9792358  -0.20272452  2.6431577  -4.3912945 ],-1.0179281020506838,False
[ 0.94058794 -0.33955017  0.9792358  -0.20272452  2.6431577  -4.3912945 ],0,[ 0.9806502   0.19576824  0.5039739  -0.86371887  2.6639085  -3.737633  ],-1.0164396102742046,False
[ 0.9806502   0.19576824  0.5039739  -0.86371887  2.6639085  -3.737633  ],0,[ 0.77562916  0.6311889  -0.07455816 -0.99721664  2.130562   -2.2507312 ],-1.0134723175981832,False
[ 0.77562916  0.6311889  -0.07455816 -0.99721664  2.130562   -2.2507312 ],0,[ 0.5180751   0.8553351  -0.3645041  -0.93120176  1.2545366  -0.7523022 ],-1.0112572420191916,False
[ 0.5180751   0.8553351  -0.3645041  -0.93120176  1.2545366  -0.7523022 ],1,[ 0.39608708  0.91821295 -0.35336962 -0.93548375  0.09814504  0.85831076],-1.0111509526255862,False
[ 0.9997096  -0.02409728  0.8784455   0.4778425  -3.0987234   4.7781377 ],0,[ 0.8346081  -0.55084425  0.2934657   0.9559696  -2.4092338   2.8542635 ],-1.0160612726245881,False
[ 0.8346081  -0.55084425  0.2934657   0.9559696  -2.4092338   2.8542635 ],1,[ 0.56097907 -0.82783    -0.09224173  0.99573666 -1.4634489   1.0692567 ],-1.013335340338418,False
[ 0.56097907 -0.82783    -0.09224173  0.99573666 -1.4634489   1.0692567 ],2,[ 0.39651522 -0.9180282  -0.16448703  0.98637927 -0.39295673 -0.3185686 ],-1.0123681752253968,False
[ 0.39651522 -0.9180282  -0.16448703  0.98637927 -0.39295673 -0.3185686 ],1,[ 0.43630758 -0.8997976   0.05462246  0.9985071   0.83398694 -1.8882871 ],-1.0135859402258918,False
[ 0.43630758 -0.8997976   0.05462246  0.9985071   0.83398694 -1.8882871 ],2,[ 0.6663726  -0.7456189   0.5420386   0.84035355  1.9227763  -3.3058758 ],-1.0165415582196284,False
[ 0.99376726 -0.11147465  0.7964837   0.60466003 -2.7855635   4.953522  ],1,[ 0.82100385 -0.5709226   0.09531973  0.9954467  -2.110231    3.2317586 ],-1.0146758478803262,False
[ 0.82100385 -0.5709226   0.09531973  0.9954467  -2.110231    3.2317586 ],0,[ 0.5959092  -0.8030518  -0.34564507  0.93836534 -1.1103414   1.28928   ],-1.0114349211105147,False
[ 0.5959092  -0.8030518  -0.34564507  0.93836534 -1.1103414   1.28928   ],1,[ 0.49756348 -0.8674276  -0.43735734  0.8992878  -0.05125645 -0.28137258],-1.0106001747089068,False
[ 0.49756348 -0.8674276  -0.43735734  0.8992878  -0.05125645 -0.28137258],1,[ 0.580818   -0.81403345 -0.23752718  0.9713809   1.035457   -1.8614491 ],-1.0123359447440425,False
[ 0.580818   -0.81403345 -0.23752718  0.9713809   1.035457   -1.8614491 ],0,[ 0.8068946  -0.59069544  0.3229785   0.9464063   2.1431413  -3.872832  ],-1.016265421005229,False
[ 0.4181991   0.9083554   0.20322773 -0.9791315  -0.272833    0.8017456 ],1,[ 0.56974     0.82182497  0.49443445 -0.8692149  -1.4644603   2.3408763 ],-1.0156578165209509,False
[ 0.56974     0.82182497  0.49443445 -0.8692149  -1.4644603   2.3408763 ],1,[ 0.84544665  0.53405994  0.9099765  -0.41465992 -2.490984    3.8534887 ],-1.018362363915932,False
[ 0.84544665  0.53405994  0.9099765  -0.41465992 -2.490984    3.8534887 ],1,[ 0.9999058   0.01372218  0.91965723  0.39272207 -2.8511982   4.1394596 ],-1.0191408746435664,False
[ 0.9999058   0.01372218  0.91965723  0.39272207 -2.8511982   4.1394596 ],1,[ 0.86915624 -0.4945376   0.44663185  0.8947178  -2.3594682   2.748126  ],-1.0169982069646162,False
[ 0.86915624 -0.4945376   0.44663185  0.8947178  -2.3594682   2.748126  ],1,[ 0.61919236 -0.78523934  0.08652087  0.99625003 -1.4495564   1.0218493 ],-1.0145506014705454,False
[ 0.9985845   0.05318849  0.92659444 -0.37606215 -0.09692163  0.34167758],2,[ 0.9999606   0.00887993  0.97060275 -0.24068706 -0.33487716  1.0557412 ],-1.0197266236127733,False
[ 0.9999606   0.00887993  0.97060275 -0.24068706 -0.33487716  1.0557412 ],0,[ 0.9989095  -0.04668891  0.99879134 -0.04915092 -0.20305125  0.8402831 ],-1.0199431683465097,False
[ 0.9989095  -0.04668891  0.99879134 -0.04915092 -0.20305125  0.8402831 ],2,[ 0.99567807 -0.09287197  0.9892632   0.14614484 -0.2434537   1.0756218 ],-1.0199423848448699,False
[ 0.99567807 -0.09287197  0.9892632   0.14614484 -0.2434537   1.0756218 ],2,[ 0.99065495 -0.13639213  0.93509996  0.35438406 -0.17842205  1.0360556 ],-1.019653515078818,False
[ 0.99065495 -0.13639213  0.93509996  0.35438406 -0.17842205  1.0360556 ],0,[ 0.99106306 -0.13339421  0.8872997   0.4611933   0.2079026   0.12222578],-1.0193195352077482,False
[ 0.89612997  0.44379172  0.6452765  -0.7639491   3.3432481  -5.2266545 ],1,[ 0.51490813  0.8572454  -0.1274025  -0.9918511   2.317007   -3.0851493 ],-1.012995672973653,False
[ 0.51490813  0.8572454  -0.1274025  -0.9918511   2.317007   -3.0851493 ],1,[ 0.1932059   0.98115826 -0.53275245 -0.84627116  1.1281489  -1.3183496 ],-1.0092060087853814,False
[ 0.1932059   0.98115826 -0.53275245 -0.84627116  1.1281489  -1.3183496 ],2,[ 0.1012926   0.99485666 -0.6050267  -0.79620516 -0.20305209  0.42174628],-1.008321178974927,False
[ 0.1012926   0.99485666 -0.6050267  -0.79620516 -0.20305209  0.42174628],0,[ 0.2583102   0.966062   -0.42016223 -0.907449   -1.3868933   1.765279  ],-1.0102643002917908,False
[ 0.2583102   0.966062   -0.42016223 -0.907449   -1.3868933   1.765279  ],1,[ 0.611369    0.79134566  0.09829026 -0.9951578  -2.5583916   3.6256738 ],-1.014589744140837,False
[ 0.52246845 -0.8526586  -0.26267478  0.9648844  -0.2705061  -0.07397687],0,[ 0.57621497 -0.8172982  -0.07135706  0.9974508   0.9162536  -1.8846848 ],-1.013503127139107,False
[ 0.57621497 -0.8172982  -0.07135706  0.9974508   0.9162536  -1.8846848 ],0,[ 0.7924188 -0.6099774  0.4810685  0.876683   2.0792284 -3.886856 ],-1.017083833394729,False
[ 0.7924188 -0.6099774  0.4810685  0.876683   2.0792284 -3.886856 ],0,[ 0.9900787  -0.14051412  0.9953365   0.09646402  2.9481094  -5.6042047 ],-1.0198909464632555,False
[ 0.9900787  -0.14051412  0.9953365   0.09646402  2.9481094  -5.6042047 ],0,[ 0.906167    0.42292008  0.5505207  -0.8348215   2.647427   -4.863759  ],-1.0175809344769038,False
[ 0.906167    0.42292008  0.5505207  -0.8348215   2.647427   -4.863759  ],1,[ 0.643313   0.7656033 -0.1943378 -0.9809347  1.6777196 -2.9464998],-1.0126929977205186,False
[ 0.35849917  0.93353003  0.9770007  -0.21323594  3.4163978  -5.0026054 ],0,[-0.19153427  0.9814859   0.45978647 -0.8880295   2.1503406  -3.7370527 ],-1.0059198932125064,False
[-0.19153427  0.9814859   0.45978647 -0.8880295   2.1503406  -3.7370527 ],1,[-0.46891516  0.8832432  -0.140411   -0.9900933   0.82029444 -2.53083   ],-1.0047141887091813,False
[-0.46891516  0.8832432  -0.140411   -0.9900933   0.82029444 -2.53083   ],2,[-0.49317473  0.86993027 -0.502132   -0.864791   -0.5419118  -1.3150698 ],-1.0050677193951165,False
[-0.49317473  0.86993027 -0.502132   -0.864791   -0.5419118  -1.3150698 ],0,[-0.27819344  0.9605251  -0.63695306 -0.7709026  -1.8106583  -0.24869539],-1.0063947396828294,False
[-0.27819344  0.9605251  -0.63695306 -0.7709026  -1.8106583  -0.24869539],1,[ 0.21503669  0.97660595 -0.5355791  -0.8444851  -3.1548855   1.6147673 ],-1.009245967049006,False
[ 0.9900787  -0.14051412  0.9953365   0.09646402  2.9481094  -5.6042047 ],2,[ 0.91586393  0.40148887  0.600777   -0.7994167   2.4337165  -4.29813   ],-1.0178705072705803,False
[ 0.91586393  0.40148887  0.600777   -0.7994167   2.4337165  -4.29813   ],1,[ 0.68712616  0.7265381  -0.03719112 -0.99930817  1.5330517  -2.5198045 ],-1.0138760664605955,False
[ 0.68712616  0.7265381  -0.03719112 -0.99930817  1.5330517  -2.5198045 ],1,[ 0.525575    0.8507473  -0.36677083 -0.9303113   0.49341494 -0.8890598 ],-1.0112426924701252,False
[ 0.525575    0.8507473  -0.36677083 -0.9303113   0.49341494 -0.8890598 ],0,[ 0.52742165  0.84960365 -0.40804982 -0.9129597  -0.5129848   0.44044954],-1.0108786123260691,False
[ 0.52742165  0.84960365 -0.40804982 -0.9129597  -0.5129848   0.44044954],1,[ 0.6896939   0.72410107 -0.17236613 -0.985033   -1.5195547   2.049679  ],-1.0128407742759231,False
[ 0.89612997  0.44379172  0.6452765  -0.7639491   3.3432481  -5.2266545 ],2,[ 0.5231516   0.85223967 -0.10196207 -0.9947883   2.2273147  -2.8462484 ],-1.0131760798563554,False
[ 0.5231516   0.85223967 -0.10196207 -0.9947883   2.2273147  -2.8462484 ],0,[ 0.21177305  0.9773189  -0.49125138 -0.8710179   1.1212904  -1.3190401 ],-1.0095900142751844,False
[ 0.21177305  0.9773189  -0.49125138 -0.8710179   1.1212904  -1.3190401 ],0,[ 0.10725859  0.99423116 -0.6004442  -0.7996667  -0.06748673 -0.00256726],-1.0083790932264167,False
[ 0.10725859  0.99423116 -0.6004442  -0.7996667  -0.06748673 -0.00256726],1,[ 0.24451928  0.9696444  -0.4724208  -0.8813731  -1.3208443   1.5469105 ],-1.009836218122813,False
[ 0.24451928  0.9696444  -0.4724208  -0.8813731  -1.3208443   1.5469105 ],1,[ 0.58895206  0.80816793 -0.00646718 -0.9999791  -2.484393    3.3754587 ],-1.0139329427837604,False
[ 0.9900787  -0.14051412  0.9953365   0.09646402  2.9481094  -5.6042047 ],1,[ 0.9110618   0.41226977  0.57585186 -0.81755406  2.5413392  -4.5824857 ],-1.017727512740188,False
[ 0.9110618   0.41226977  0.57585186 -0.81755406  2.5413392  -4.5824857 ],1,[ 0.6653245   0.74655426 -0.11651504 -0.9931889   1.6064507  -2.7340002 ],-1.0132927364489082,False
